"Term"	"A01"	"A02"	"A03"	"A04"	"A05"	"A06"	"A07"	"A08"	"A09"	"A10"	"A11"	"B01"	"B02"	"B03"	"B04"	"B05"	"B06"	"B07"	"B08"	"B09"	"B10"	"B11"	"B12"	"C01"	"C02"	"C03"	"C04"	"C05"	"C06"	"C07"	"C08"	"C09"	"C10"	"C11"	"C12"	"D01"	"D02"	"D03"	"D04"	"D05"	"D06"	"D07"	"D08"	"D09"	"D10"	"D11"	"D12"	"E01"	"E02"	"E03"	"E04"	"E05"	"E06"	"E07"	"E08"	"E09"
"HALLMARK_NOTCH_SIGNALING"	0.308106951654678	0.307165259230361	0.218802467273098	0.399643928285921	0.259547081941747	0.273504463747123	0.283643905268833	0.264250372811517	0.324387212308014	0.253457922454876	0.306553148599823	0.293426338786882	0.298884401089061	0.257060973657759	0.289276944569189	0.316617898826898	0.272622544734996	0.246259599021099	0.180931205281091	0.265084541882299	0.258215680924872	0.325903659096203	0.317103234701547	0.313232815438904	0.315253884531413	0.297759197651636	0.221098333301579	0.25577715806244	0.337596977198136	0.296786388310855	0.271712694133991	0.271999095142312	0.316075963029832	0.198531208195179	0.235676587843393	0.248415414225512	0.247887035764464	0.256005415471714	0.235371053842581	0.309118215950964	0.221461590449015	0.306464631070174	0.255544438517972	0.23584343674118	0.306008120455706	0.363185564725045	0.300105643284555	0.298074309897559	0.291014079455061	0.249814663607519	0.291466785241952	0.285295156410723	0.249797363647315	0.246730159226399	0.261185731846152	0.311377198545336
"HALLMARK_ADIPOGENESIS"	0.257864203003254	0.280000547368858	0.29385824043522	0.297673801064721	0.27867119193902	0.290959392300048	0.309089322705096	0.31111034703571	0.27354558176714	0.266157948809149	0.28092645898705	0.296547953519798	0.316440514345592	0.302845833775374	0.3184001857311	0.323708702172028	0.302406597969853	0.303484121813564	0.283726944064439	0.306925292112071	0.308359386253097	0.283828812536596	0.301943356780403	0.276538132862587	0.261466232508483	0.295604415180339	0.281892260913179	0.272625826241534	0.291892637156812	0.321450678897375	0.286031070353691	0.287446425948696	0.303763603948932	0.30894229536485	0.270348394719862	0.292855841451232	0.264173362709097	0.267939598898798	0.245555182864515	0.27340012360291	0.287869328105044	0.295231430946456	0.284601237839716	0.304496103929518	0.309454389579454	0.298230863365044	0.277443766863122	0.272507589824439	0.252564474753366	0.323484863539547	0.2740409628757	0.288240630918991	0.267488059892799	0.306519030956763	0.275119007713179	0.30824960167851
"HALLMARK_ESTROGEN_RESPONSE_EARLY"	0.0612567224197756	0.0417158597184817	0.094503365095398	0.127159048583726	0.071121363895435	0.0806247596365185	0.111072331206444	0.100088467421322	0.0590032598835001	0.10929283281591	0.054103059807272	0.0674262026390596	0.112283446918242	0.084655931165727	0.121415207701542	0.142185534993126	0.0700020358178965	0.127631090014463	0.0822455863578942	0.125876661029893	0.0948194949166	0.101232359705408	0.103976322246081	0.129249432960134	0.077978350737329	0.100998381282641	0.0805863477371409	0.137092327840529	0.0717585182994944	0.119525694960141	0.0776810078970339	0.0971591149247907	0.0832005102517503	0.0759540730810627	0.0961975726285241	0.0944975396400672	0.0806396051923177	0.141863402258332	0.115087938861129	0.110319389285111	0.104240472136199	0.0718163351482196	0.0763446158159442	0.0872381122049773	0.0796885164015933	0.129721999323531	0.0803628331664033	0.0922343511106716	0.0924901365899794	0.0905258925174598	0.0962522749970147	0.103299261339744	0.0904024764453088	0.0953542090635449	0.0911479253613626	0.166167102448865
"HALLMARK_ESTROGEN_RESPONSE_LATE"	0.110108465780174	0.11609884581426	0.089574414345688	0.104232023615834	0.124977214336513	0.141680905275573	0.118498407930919	0.146276122891431	0.0973171245127696	0.10000816222084	0.0895852178360969	0.113769258104696	0.118639014647883	0.140148554802617	0.125842889589039	0.137407553170719	0.110030799797716	0.143866135499048	0.0849805475084832	0.133745153577642	0.111193164275997	0.126053549880592	0.111772852713374	0.142632014672844	0.0843459430873172	0.0987117822014283	0.0869937182035456	0.0957745540011206	0.0722742967932424	0.130050670662435	0.134923404015076	0.097948082952737	0.132555546033832	0.133307621871435	0.0989447735074804	0.0896403929248817	0.0911550061226748	0.124494710173956	0.0641379466332596	0.102733819975346	0.0646730638073899	0.109565804040859	0.10323672151957	0.0926709581862205	0.117090928526389	0.141881879045575	0.0784774440830094	0.0953460971199073	0.117581751046224	0.154471134796768	0.118704067908761	0.0907956544062292	0.109499376364539	0.102291330384399	0.102332120719783	0.162320320626454
"HALLMARK_ANDROGEN_RESPONSE"	0.341437369624335	0.396952707837306	0.428029832184914	0.345200574706369	0.382173763822798	0.393250292926155	0.364411182895247	0.436262461261703	0.370891638427684	0.341099710382357	0.414206902671847	0.4281882916264	0.41381016078755	0.488836202223525	0.411180105285885	0.390754842043596	0.378248806599263	0.416881079486081	0.384305015264943	0.487643513835467	0.430115766831867	0.412436678437789	0.406837335712065	0.42035027879873	0.423882671976045	0.428075037913719	0.425107487679642	0.392944426667599	0.334188479943281	0.413051643580287	0.426647667155858	0.443305729645996	0.407806140586943	0.403873525671237	0.371760109168548	0.418831583313601	0.40025438873541	0.40481868501078	0.337740217871746	0.394377466640996	0.375923894985494	0.402972593684529	0.33192553739235	0.438021352585577	0.424473816044962	0.420976500886702	0.395848163819725	0.407842791630619	0.396227724250546	0.408116877742487	0.402165749818066	0.408864858720171	0.370947201182001	0.39766512075047	0.434395013507648	0.466224476063733
"HALLMARK_MYOGENESIS"	0.114714846953374	0.136378646275423	0.168267168886006	0.27449919381928	0.136761470039371	0.102275985377952	0.109374989384868	0.165138078858759	0.133950813902831	0.158423820931754	0.0994072821658148	0.149412760366445	0.122184874197637	0.121015196305883	0.138699565137914	0.169231273434491	0.125038804693905	0.116017606947365	0.129478560093945	0.163538644621629	0.122547487502807	0.154743119976742	0.059004105114046	0.15327797725497	0.146998248634774	0.139980375535977	0.179384756543199	0.176640580188525	0.122570843637649	0.131003755543913	0.104840477090315	0.146924422412687	0.0995172298182371	0.156355133518279	0.164874659772304	0.185938043699508	0.118577561860658	0.13800559547073	0.165917321625912	0.13573807299629	0.177541732290523	0.100725949932478	0.142756952394474	0.102587531196485	0.0867435152381088	0.153571170958689	0.126912464854912	0.110150540246184	0.167591798055413	0.122211714133859	0.131202831516467	0.151451650563795	0.146499659870799	0.147189410766334	0.159318924274452	0.140924701963096
"HALLMARK_PROTEIN_SECRETION"	0.458387380902225	0.498428805456025	0.490073472623679	0.479873849095125	0.474678829944201	0.515477372990453	0.460307310033364	0.497046676056707	0.460274212617056	0.454769475202475	0.530050280493949	0.548700729593029	0.526810915239418	0.524783477883816	0.481577521473404	0.469446661938419	0.501700146853865	0.550565845748615	0.471199384629971	0.559072715892181	0.539132272015847	0.545131751446308	0.538107670363372	0.528241015132869	0.492668104643608	0.511662393724763	0.453441841765393	0.450827327896694	0.475549795011709	0.468629534739964	0.514450275635225	0.537007701767441	0.537551612478383	0.523560339144639	0.417613661354388	0.504757233120643	0.509110642918389	0.456818910241286	0.36703985819409	0.48390216955763	0.464657928883381	0.490588772830617	0.439606820474937	0.526127401320572	0.542182376283922	0.474872260182496	0.487212696629955	0.485787915459813	0.442772614915043	0.535426997436163	0.473655951848287	0.522301290500086	0.443173120429848	0.522192021429718	0.466687091848594	0.534068905402992
"HALLMARK_INTERFERON_ALPHA_RESPONSE"	0.203183252634783	0.348652458437499	0.402334775381018	0.360814417209884	0.426777352752333	0.41488806026436	0.325464543213502	0.341450037752178	0.25346523613847	0.221199988144691	0.414052008534605	0.39525395285787	0.372332457515577	0.49632578160661	0.506224594556931	0.418609714971566	0.282834925058889	0.336357794189708	0.380276422819612	0.380079912017352	0.388230977584031	0.407466517439677	0.228610556094539	0.35391576541272	0.505420414935551	0.502548102320293	0.388358214571472	0.269914229165166	0.468086713719176	0.524292960680571	0.455722091394548	0.429144223321116	0.320050432331084	0.33241799333873	0.274599540956614	0.313429512218106	0.401949560187714	0.378124315241422	0.229292952517006	0.288295729580174	0.366107559665657	0.488761726594851	0.39712989997695	0.53562772876956	0.402610963420133	0.302332133194853	0.396383848973171	0.400388786141617	0.352125225883901	0.369924841333468	0.395332972699169	0.333980880786819	0.428013668464049	0.452754587559124	0.348217082020559	0.403720033138233
"HALLMARK_INTERFERON_GAMMA_RESPONSE"	0.188333008807875	0.280110759716994	0.358682495937178	0.34934003090773	0.292580580188222	0.297651765815994	0.268760468761473	0.314416703696564	0.211170288780996	0.179081638224056	0.342271023131793	0.325986753494377	0.30217846339636	0.416348364972741	0.410031939751765	0.367012770754176	0.225278657623627	0.277352567543599	0.29252050479687	0.305283938693735	0.348368097372969	0.328932347565982	0.15385367090171	0.260133676697661	0.384518207401648	0.387797854665128	0.354457287734828	0.212804220018962	0.348546166049927	0.426358790310031	0.357538126676847	0.3174545128729	0.263972349366791	0.260332751227199	0.237321704013693	0.274606280239347	0.320618159067809	0.320580288033856	0.226819334184347	0.255473537698653	0.305606256365885	0.406104170857604	0.302107716821161	0.402877052014743	0.308868881654378	0.305758574129342	0.2906964068243	0.2843389862902	0.29160664776877	0.271801603838406	0.341045139140354	0.241277497057854	0.329956790419138	0.390929796842477	0.31282436991235	0.289711161500382
"HALLMARK_APICAL_JUNCTION"	0.243215035598258	0.239048086534742	0.263690034874486	0.293395138199121	0.24122119053772	0.255993331563345	0.248336756809957	0.264119838840052	0.251138781033499	0.241365969871393	0.257313438246198	0.304644400906041	0.254038562158306	0.243558917649355	0.309697151309563	0.281056169672668	0.266317167216249	0.269400026435705	0.225107063189622	0.256130697487454	0.302165612951636	0.269712549423495	0.251614129446975	0.248175374395237	0.267988160516016	0.240537457493036	0.280342683648854	0.272668996225928	0.252204930084413	0.276120707286945	0.248251765810976	0.247756721096356	0.270108934002912	0.248487806518315	0.290707896210332	0.266257402916908	0.26558038686244	0.256273627193618	0.239053000346534	0.255354511665468	0.268532844259085	0.260881841988327	0.247708760839692	0.24101895266263	0.275572066529553	0.30434101818347	0.261379498384729	0.262147167735564	0.272333104798965	0.252283135152382	0.295032925947075	0.254078628626031	0.294239115336891	0.294490740069255	0.293862108948844	0.250907777275378
"HALLMARK_APICAL_SURFACE"	0.141432645393389	0.124781479335046	0.0866474697926318	0.147796619842381	0.0966716585398487	0.10723469016863	0.15040979785807	0.162900965374605	0.113494298718853	0.146927435938151	0.107322106364064	0.122993264983628	0.1579422477579	0.209814639755511	0.146710671902013	0.136198519431526	0.0379402738607191	0.169901202513316	0.168608003261191	0.122122882849235	0.169968126311302	0.103277787167171	0.138410822917381	0.13399441847265	0.146021023065057	0.117205129438482	0.142276080463566	0.182129009256478	0.103679081248852	0.105326665826304	0.0932143508349219	0.0661036051168091	0.163755388789339	0.15466883157471	0.165280974720327	0.136817136343073	0.114561868758865	0.137283218618417	0.198374959941065	0.173412689475478	0.166745089518712	0.132238223452503	0.162855069257084	0.0814512147062837	0.130334033601408	0.164136366980952	0.135533878360336	0.173180844620235	0.0797240736951319	0.0654323501029455	0.193578005535369	0.151427325055737	0.156538043631583	0.153062461928238	0.144714499829092	0.119990097655653
"HALLMARK_HEDGEHOG_SIGNALING"	0.0574132970639421	0.0259370408591174	0.0875824468517333	-0.00982022622880637	0.012310393902472	0.0763691703130457	0.0901994873941077	-0.000739618817116593	0.105785381812526	0.0259894028193463	0.0619692370294457	0.100668875322101	0.0984842332299568	0.0636166118199853	0.0369451592822692	0.00525398643529516	0.0452901415372974	0.0513365099323521	-0.00114485812820043	0.0293065434534697	0.100864824067202	0.0947224586935277	0.0210128393380575	0.107719395355823	0.0359443690974356	-0.00572060177811139	0.0345007354087965	0.0994834021526812	0.0368782379016715	0.050088398802962	0.0928129847655979	0.0772728133187204	0.0599161954593712	0.00183384083202007	0.109271324026833	0.135343682625778	0.0648578112086691	0.0634331795649517	-0.00884618259234892	0.0128564582866334	0.0879972581229575	0.0421435265924346	0.0566615144155028	0.0348767765961157	0.116593132420601	0.019090561422117	0.120378690944867	0.0741956784331671	0.0833581841096619	0.073047009959284	0.0142067101480043	0.104288526441934	0.0138158578062153	0.0114083057245415	0.0626248931913906	0.102638085473271
"HALLMARK_COMPLEMENT"	0.12843817156084	0.228513288842939	0.255176245292162	0.249552337889205	0.163439978665517	0.226181163466391	0.199473008335238	0.26521300809827	0.170852641827754	0.191619419990475	0.20236630226571	0.254700033003863	0.196557032886859	0.286862631155037	0.252138984648216	0.269042420976573	0.155528292796512	0.243338084025288	0.218234469179612	0.227277304273113	0.292893089210235	0.246204579210447	0.147579472923642	0.234302604034293	0.231872676501332	0.234018169723587	0.232747836320632	0.208836204332864	0.206207198983448	0.260680234189872	0.206820362674878	0.242867805699657	0.229512919351787	0.195287108807753	0.190904823527647	0.217440928644636	0.204691108518183	0.24855354693205	0.200765468931017	0.247611360596709	0.207741072594205	0.250395834344112	0.18366965694291	0.216623650378072	0.258646128791796	0.303666866047032	0.192696200384114	0.210628715281004	0.20262001122517	0.22423824128139	0.227314837404302	0.188880487296874	0.240821270412479	0.295100562514084	0.22926067146812	0.271821954753775
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE"	0.418012391209679	0.50359884288014	0.474861867791174	0.46272927651022	0.485509205845989	0.491073656879571	0.467377752315867	0.494642505567121	0.502747458476027	0.427261194431845	0.539315004598964	0.497416010676277	0.518010588400303	0.54877188922631	0.506822861260592	0.480459875264953	0.468436533390134	0.498628056901047	0.477373569359524	0.526686444958471	0.536695247965892	0.511435218138753	0.55202232402124	0.491373453417612	0.487243127842064	0.502404942825379	0.487793019477547	0.468194103751223	0.507211910207691	0.518297321914382	0.505748618730486	0.533369866749092	0.499361105198748	0.510769997948129	0.468775761042527	0.477667319244396	0.49816949412396	0.532833926364672	0.460368831095927	0.483148593848774	0.462485103187243	0.534296220304451	0.448942701256803	0.529860929516335	0.526958725002155	0.492505601200639	0.480573454175832	0.501410582701966	0.48369027347693	0.521210220469882	0.490607886240498	0.500491158140163	0.460792356301884	0.468879369893056	0.506593651898584	0.504921641467756
"HALLMARK_PI3K_AKT_MTOR_SIGNALING"	0.259590243934899	0.263585825365842	0.242385067814092	0.23501625408789	0.265824064027695	0.244168699123131	0.276383162178522	0.258944203301424	0.240344741976693	0.263484309638305	0.308425392220623	0.272658888352865	0.26747702144414	0.255285770248627	0.276649939753475	0.296497555542561	0.260123302273155	0.282128714187041	0.218817628083082	0.273389831717985	0.300084552930983	0.242209515232439	0.284993180715769	0.233572860266938	0.250816494035009	0.243943588948632	0.232295838003103	0.236889351314809	0.244170053307424	0.264392130814567	0.273761537078849	0.225638272857704	0.262004323473993	0.258877335489359	0.217085347807779	0.2564543053747	0.223910395514673	0.264656263859697	0.215661704537782	0.230655633294723	0.269232311765511	0.300268604835829	0.221522904969488	0.23466970147391	0.313379684405943	0.228528247349392	0.271656336796294	0.251130904886266	0.268656261469185	0.305732979091435	0.218482405323248	0.252119316308514	0.263802899436847	0.276685844557009	0.265577775258736	0.310495968164994
"HALLMARK_MTORC1_SIGNALING"	0.344410430650875	0.399469581251576	0.354772787083991	0.35944898562828	0.387543131380578	0.352137788992776	0.386030272221133	0.381358893382414	0.388402142947937	0.353161663011677	0.416104162027121	0.367955264326764	0.438303384322992	0.448328543406346	0.401902587577343	0.398797369579467	0.408126077674623	0.390410740795233	0.382462819746904	0.387569532145555	0.417230273546747	0.370099142425521	0.442490923817506	0.400649203765753	0.362558866027306	0.443744894854479	0.343430287947235	0.377335162860536	0.379789729790869	0.422681649183849	0.42624450916382	0.387177404975497	0.428993891430706	0.429601726442064	0.3596733843935	0.398801129077625	0.390461138526688	0.374697649415959	0.353298287693442	0.384054979456282	0.353631553673472	0.406455586633513	0.377835326762936	0.420773071999403	0.427784772635483	0.372121269807699	0.379338134761569	0.358945624054076	0.347258204110814	0.443917297253858	0.364557267974313	0.339692454636195	0.378514752310664	0.368005843147482	0.394357750746091	0.436434120151454
"HALLMARK_E2F_TARGETS"	0.327818260853102	0.381694995648852	0.252997809059171	0.239203970479723	0.370543442271437	0.286843044783371	0.367607316854082	0.244055503969274	0.375953397303824	0.308362325690593	0.381720471708784	0.248606947616389	0.407304397127278	0.424370472457653	0.377573554663603	0.261904259671876	0.336574915357544	0.305076824378622	0.312662395323859	0.285195071282427	0.288878035701165	0.266136084281662	0.455485780339807	0.279869127210026	0.308563165572948	0.329345542306846	0.267421782935676	0.264324023604078	0.325557429226911	0.364801213749556	0.346127663325132	0.24500160232133	0.344721188624485	0.413271907573846	0.289280205864995	0.247490949907752	0.382579229918221	0.287806324314093	0.32918779719348	0.277062695054892	0.277052851608821	0.317987156967548	0.379037939896531	0.345148317110846	0.407030231558652	0.223741760737854	0.292126613701775	0.256182097357855	0.30596445236098	0.445922197641844	0.336403154708692	0.270872469720559	0.327545060286726	0.250888261721051	0.332509818096141	0.293360940401749
"HALLMARK_MYC_TARGETS_V1"	0.582244963512951	0.66133940117477	0.595682135835833	0.593389717044186	0.627582705164113	0.639017360795387	0.644386302884968	0.603541408790474	0.693545721676907	0.632134287410523	0.691432916132686	0.597342677296051	0.695917521400148	0.725161736301924	0.668710758277978	0.630542081660126	0.650269995764079	0.652005305246994	0.601240378030401	0.661183622236333	0.644401315627242	0.620511153546994	0.724507699300083	0.664960267044973	0.607015038120967	0.668447984265625	0.60982956070209	0.590180996865389	0.609560622413692	0.672043364347218	0.646407005039793	0.603508265950285	0.638121752419279	0.6640929135735	0.575293317684002	0.598646053541406	0.645217406287989	0.598552297868707	0.55837190922236	0.607716432443459	0.572679784239521	0.63543311627965	0.572538535444091	0.665165372684815	0.680855943889934	0.610171732468808	0.617747149138102	0.631120863369798	0.600816792222942	0.691239396599812	0.583910373163789	0.622134291396545	0.613514196467799	0.588784489812433	0.602004114560414	0.666613737914596
