Term	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09
HALLMARK_NOTCH_SIGNALING	0.180931205281091	0.265084541882299	0.25821568092487196	0.325903659096203	0.317103234701547	0.31323281543890397	0.315253884531413	0.297759197651636	0.221098333301579	0.25577715806244	0.33759697719813603	0.296786388310855	0.271712694133991	0.27199909514231196	0.316075963029832	0.198531208195179	0.23567658784339302	0.248415414225512	0.247887035764464	0.256005415471714	0.23537105384258103	0.309118215950964	0.221461590449015	0.306464631070174	0.255544438517972	0.23584343674118002	0.306008120455706	0.363185564725045	0.300105643284555	0.29807430989755895	0.291014079455061	0.24981466360751897	0.29146678524195196	0.285295156410723	0.24979736364731503	0.246730159226399	0.26118573184615196	0.311377198545336
HALLMARK_ADIPOGENESIS	0.283726944064439	0.30692529211207104	0.308359386253097	0.28382881253659603	0.301943356780403	0.276538132862587	0.261466232508483	0.295604415180339	0.281892260913179	0.272625826241534	0.291892637156812	0.321450678897375	0.2860310703536911	0.28744642594869607	0.303763603948932	0.30894229536484996	0.270348394719862	0.292855841451232	0.26417336270909697	0.267939598898798	0.245555182864515	0.27340012360291	0.287869328105044	0.295231430946456	0.284601237839716	0.30449610392951804	0.309454389579454	0.298230863365044	0.277443766863122	0.272507589824439	0.252564474753366	0.323484863539547	0.2740409628757	0.28824063091899105	0.267488059892799	0.306519030956763	0.27511900771317893	0.30824960167851
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0822455863578942	0.125876661029893	0.09481949491660001	0.101232359705408	0.10397632224608098	0.129249432960134	0.07797835073732902	0.10099838128264099	0.0805863477371409	0.13709232784052902	0.0717585182994944	0.119525694960141	0.0776810078970339	0.0971591149247907	0.0832005102517503	0.0759540730810627	0.0961975726285241	0.0944975396400672	0.0806396051923177	0.141863402258332	0.115087938861129	0.110319389285111	0.10424047213619901	0.0718163351482196	0.0763446158159442	0.0872381122049773	0.0796885164015933	0.12972199932353098	0.0803628331664033	0.0922343511106716	0.0924901365899794	0.0905258925174598	0.0962522749970147	0.103299261339744	0.0904024764453088	0.0953542090635449	0.0911479253613626	0.16616710244886498
HALLMARK_ESTROGEN_RESPONSE_LATE	0.0849805475084832	0.133745153577642	0.111193164275997	0.126053549880592	0.111772852713374	0.142632014672844	0.0843459430873172	0.0987117822014283	0.0869937182035456	0.0957745540011206	0.0722742967932424	0.130050670662435	0.134923404015076	0.097948082952737	0.132555546033832	0.133307621871435	0.0989447735074804	0.0896403929248817	0.0911550061226748	0.12449471017395598	0.0641379466332596	0.10273381997534599	0.0646730638073899	0.109565804040859	0.10323672151957002	0.0926709581862205	0.117090928526389	0.14188187904557503	0.0784774440830094	0.0953460971199073	0.117581751046224	0.154471134796768	0.118704067908761	0.0907956544062292	0.109499376364539	0.102291330384399	0.10233212071978301	0.16232032062645402
HALLMARK_ANDROGEN_RESPONSE	0.38430501526494304	0.487643513835467	0.43011576683186703	0.41243667843778903	0.40683733571206504	0.42035027879873	0.423882671976045	0.428075037913719	0.425107487679642	0.392944426667599	0.334188479943281	0.413051643580287	0.426647667155858	0.443305729645996	0.40780614058694303	0.403873525671237	0.371760109168548	0.41883158331360104	0.40025438873540997	0.40481868501078	0.3377402178717461	0.39437746664099604	0.37592389498549394	0.402972593684529	0.33192553739235	0.438021352585577	0.42447381604496204	0.420976500886702	0.395848163819725	0.40784279163061893	0.39622772425054603	0.40811687774248706	0.4021657498180661	0.40886485872017103	0.37094720118200103	0.39766512075046995	0.434395013507648	0.46622447606373296
HALLMARK_MYOGENESIS	0.129478560093945	0.16353864462162898	0.12254748750280699	0.154743119976742	0.059004105114046	0.15327797725497	0.146998248634774	0.139980375535977	0.17938475654319896	0.176640580188525	0.122570843637649	0.131003755543913	0.10484047709031499	0.146924422412687	0.0995172298182371	0.15635513351827898	0.164874659772304	0.185938043699508	0.118577561860658	0.13800559547073002	0.165917321625912	0.13573807299628998	0.177541732290523	0.10072594993247802	0.142756952394474	0.10258753119648499	0.0867435152381088	0.153571170958689	0.126912464854912	0.11015054024618401	0.167591798055413	0.12221171413385902	0.131202831516467	0.151451650563795	0.14649965987079902	0.14718941076633402	0.159318924274452	0.140924701963096
HALLMARK_PROTEIN_SECRETION	0.471199384629971	0.559072715892181	0.539132272015847	0.545131751446308	0.538107670363372	0.5282410151328689	0.49266810464360794	0.511662393724763	0.45344184176539293	0.45082732789669394	0.47554979501170896	0.468629534739964	0.5144502756352249	0.5370077017674411	0.537551612478383	0.523560339144639	0.41761366135438793	0.504757233120643	0.509110642918389	0.456818910241286	0.3670398581940901	0.48390216955763	0.46465792888338103	0.49058877283061697	0.43960682047493704	0.526127401320572	0.5421823762839221	0.474872260182496	0.48721269662995503	0.485787915459813	0.44277261491504294	0.535426997436163	0.47365595184828707	0.522301290500086	0.44317312042984797	0.522192021429718	0.466687091848594	0.534068905402992
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.38027642281961205	0.3800799120173521	0.388230977584031	0.407466517439677	0.22861055609453898	0.35391576541272	0.505420414935551	0.502548102320293	0.388358214571472	0.269914229165166	0.46808671371917604	0.5242929606805711	0.45572209139454795	0.42914422332111607	0.320050432331084	0.33241799333872996	0.274599540956614	0.313429512218106	0.40194956018771405	0.37812431524142204	0.22929295251700602	0.288295729580174	0.36610755966565706	0.488761726594851	0.39712989997695	0.53562772876956	0.402610963420133	0.302332133194853	0.396383848973171	0.400388786141617	0.352125225883901	0.369924841333468	0.395332972699169	0.333980880786819	0.42801366846404904	0.45275458755912396	0.34821708202055895	0.40372003313823296
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.29252050479687	0.305283938693735	0.34836809737296903	0.328932347565982	0.15385367090171	0.260133676697661	0.38451820740164794	0.387797854665128	0.35445728773482793	0.212804220018962	0.34854616604992705	0.42635879031003104	0.35753812667684703	0.31745451287290005	0.26397234936679104	0.260332751227199	0.23732170401369299	0.274606280239347	0.32061815906780894	0.320580288033856	0.226819334184347	0.255473537698653	0.305606256365885	0.406104170857604	0.302107716821161	0.402877052014743	0.308868881654378	0.305758574129342	0.2906964068243	0.2843389862902	0.29160664776877	0.271801603838406	0.341045139140354	0.24127749705785398	0.329956790419138	0.39092979684247703	0.31282436991234996	0.289711161500382
HALLMARK_APICAL_JUNCTION	0.22510706318962198	0.256130697487454	0.30216561295163596	0.269712549423495	0.251614129446975	0.24817537439523701	0.26798816051601604	0.240537457493036	0.280342683648854	0.272668996225928	0.25220493008441297	0.27612070728694504	0.24825176581097602	0.24775672109635602	0.27010893400291197	0.248487806518315	0.29070789621033194	0.266257402916908	0.26558038686244	0.256273627193618	0.23905300034653398	0.255354511665468	0.26853284425908497	0.260881841988327	0.24770876083969198	0.24101895266263001	0.27557206652955296	0.30434101818347	0.261379498384729	0.262147167735564	0.272333104798965	0.252283135152382	0.295032925947075	0.25407862862603103	0.294239115336891	0.294490740069255	0.293862108948844	0.25090777727537805
HALLMARK_APICAL_SURFACE	0.16860800326119102	0.12212288284923499	0.169968126311302	0.103277787167171	0.138410822917381	0.13399441847265	0.14602102306505702	0.117205129438482	0.14227608046356602	0.18212900925647799	0.103679081248852	0.105326665826304	0.0932143508349219	0.0661036051168091	0.16375538878933898	0.15466883157470998	0.165280974720327	0.13681713634307302	0.114561868758865	0.137283218618417	0.19837495994106502	0.173412689475478	0.166745089518712	0.13223822345250302	0.162855069257084	0.0814512147062837	0.130334033601408	0.164136366980952	0.135533878360336	0.173180844620235	0.0797240736951319	0.0654323501029455	0.193578005535369	0.151427325055737	0.156538043631583	0.15306246192823802	0.14471449982909199	0.11999009765565302
HALLMARK_HEDGEHOG_SIGNALING	-0.00114485812820043	0.0293065434534697	0.10086482406720199	0.0947224586935277	0.0210128393380575	0.10771939535582302	0.0359443690974356	-0.00572060177811139	0.0345007354087965	0.0994834021526812	0.0368782379016715	0.050088398802962	0.0928129847655979	0.0772728133187204	0.0599161954593712	0.00183384083202007	0.10927132402683301	0.135343682625778	0.0648578112086691	0.0634331795649517	-0.008846182592348921	0.0128564582866334	0.0879972581229575	0.0421435265924346	0.0566615144155028	0.0348767765961157	0.116593132420601	0.019090561422117	0.12037869094486699	0.0741956784331671	0.0833581841096619	0.073047009959284	0.0142067101480043	0.104288526441934	0.0138158578062153	0.0114083057245415	0.0626248931913906	0.102638085473271
HALLMARK_COMPLEMENT	0.21823446917961198	0.22727730427311302	0.292893089210235	0.246204579210447	0.147579472923642	0.23430260403429298	0.231872676501332	0.234018169723587	0.23274783632063198	0.20883620433286398	0.206207198983448	0.260680234189872	0.20682036267487802	0.242867805699657	0.22951291935178697	0.19528710880775302	0.19090482352764698	0.21744092864463602	0.204691108518183	0.24855354693204998	0.200765468931017	0.247611360596709	0.207741072594205	0.250395834344112	0.18366965694291	0.216623650378072	0.258646128791796	0.30366686604703197	0.19269620038411397	0.21062871528100402	0.20262001122517	0.22423824128139	0.22731483740430197	0.188880487296874	0.24082127041247897	0.295100562514084	0.22926067146812	0.271821954753775
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.47737356935952396	0.526686444958471	0.5366952479658921	0.511435218138753	0.5520223240212401	0.49137345341761207	0.48724312784206397	0.502404942825379	0.48779301947754705	0.46819410375122295	0.5072119102076911	0.518297321914382	0.505748618730486	0.533369866749092	0.499361105198748	0.5107699979481289	0.46877576104252705	0.47766731924439604	0.49816949412396	0.5328339263646721	0.46036883109592697	0.483148593848774	0.46248510318724295	0.534296220304451	0.44894270125680297	0.529860929516335	0.526958725002155	0.492505601200639	0.480573454175832	0.501410582701966	0.48369027347692994	0.5212102204698821	0.490607886240498	0.500491158140163	0.460792356301884	0.468879369893056	0.506593651898584	0.5049216414677561
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.218817628083082	0.273389831717985	0.300084552930983	0.242209515232439	0.28499318071576896	0.23357286026693802	0.25081649403500894	0.243943588948632	0.232295838003103	0.23688935131480898	0.24417005330742397	0.264392130814567	0.273761537078849	0.22563827285770396	0.262004323473993	0.258877335489359	0.21708534780777897	0.25645430537470004	0.22391039551467298	0.264656263859697	0.215661704537782	0.23065563329472302	0.269232311765511	0.300268604835829	0.221522904969488	0.23466970147390998	0.313379684405943	0.22852824734939198	0.271656336796294	0.25113090488626605	0.268656261469185	0.305732979091435	0.21848240532324803	0.252119316308514	0.263802899436847	0.27668584455700895	0.265577775258736	0.310495968164994
HALLMARK_MTORC1_SIGNALING	0.382462819746904	0.387569532145555	0.417230273546747	0.370099142425521	0.44249092381750604	0.40064920376575297	0.362558866027306	0.443744894854479	0.34343028794723496	0.377335162860536	0.379789729790869	0.42268164918384904	0.42624450916382	0.38717740497549696	0.428993891430706	0.42960172644206396	0.3596733843935	0.398801129077625	0.390461138526688	0.37469764941595896	0.353298287693442	0.38405497945628203	0.35363155367347204	0.406455586633513	0.377835326762936	0.42077307199940295	0.427784772635483	0.37212126980769894	0.37933813476156897	0.358945624054076	0.347258204110814	0.443917297253858	0.364557267974313	0.339692454636195	0.378514752310664	0.368005843147482	0.39435775074609103	0.436434120151454
HALLMARK_E2F_TARGETS	0.31266239532385903	0.285195071282427	0.288878035701165	0.266136084281662	0.45548578033980697	0.279869127210026	0.308563165572948	0.329345542306846	0.26742178293567603	0.264324023604078	0.325557429226911	0.36480121374955604	0.346127663325132	0.24500160232132998	0.344721188624485	0.41327190757384596	0.28928020586499503	0.24749094990775197	0.382579229918221	0.28780632431409303	0.32918779719347996	0.27706269505489195	0.27705285160882104	0.31798715696754803	0.379037939896531	0.34514831711084604	0.4070302315586521	0.22374176073785398	0.29212661370177506	0.256182097357855	0.30596445236097997	0.445922197641844	0.336403154708692	0.270872469720559	0.32754506028672603	0.25088826172105105	0.332509818096141	0.293360940401749
HALLMARK_MYC_TARGETS_V1	0.601240378030401	0.6611836222363331	0.644401315627242	0.620511153546994	0.7245076993000831	0.664960267044973	0.607015038120967	0.668447984265625	0.6098295607020899	0.590180996865389	0.609560622413692	0.672043364347218	0.646407005039793	0.6035082659502851	0.6381217524192789	0.6640929135735	0.575293317684002	0.598646053541406	0.6452174062879891	0.598552297868707	0.5583719092223599	0.607716432443459	0.572679784239521	0.63543311627965	0.5725385354440911	0.6651653726848149	0.680855943889934	0.610171732468808	0.6177471491381021	0.631120863369798	0.600816792222942	0.691239396599812	0.5839103731637889	0.622134291396545	0.6135141964677989	0.5887844898124329	0.6020041145604139	0.6666137379145961
HALLMARK_MYC_TARGETS_V2	0.26806154784578895	0.293500575702165	0.270679006971421	0.30999520305885103	0.346909350119942	0.305692098625392	0.27932038631044803	0.323019101764136	0.251559613682316	0.232624678440818	0.320249667014462	0.309228306301456	0.300902681975005	0.23265129326508702	0.271883716848085	0.33334095031001004	0.267992173668481	0.26553948909188896	0.343453532807352	0.281680254130555	0.238893984119903	0.252156364227145	0.257868550417837	0.29184569192301096	0.290276303301587	0.345920273623041	0.288545281736657	0.25626736686852397	0.344617778352045	0.268223775249079	0.29587460189521303	0.320195577069612	0.295614568931864	0.28110050139519605	0.25738150562089396	0.24689698510454103	0.313646882660621	0.293404251375591
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.20171098939499102	0.30665713856609494	0.470088172561864	0.357499484170805	0.273508507209145	0.34194322313198305	0.413302258558025	0.329781751141419	0.34022554761096296	0.328025856737567	0.24372004000008804	0.406912306838872	0.300397547365768	0.38648962118276703	0.42703489298803204	0.363926035505877	0.414066812998887	0.38175151030754206	0.38579195590080606	0.3705196834663329	0.255947379288886	0.37179487151750296	0.36480746080187604	0.358746469636713	0.25083075052061604	0.281754486645508	0.47023819248459203	0.5082255934632021	0.269002597732218	0.333861842887929	0.387873285992327	0.295961313035468	0.466800328116281	0.391588551439294	0.3645238243832511	0.434150381969269	0.386446834575914	0.357909940123325
HALLMARK_INFLAMMATORY_RESPONSE	0.0278855545834181	0.083272623669955	0.194043629041583	0.0760452963646922	-0.0421674790949995	0.0807114045523886	0.122955461872569	0.12469880102053299	0.109580969058777	0.0480966185136904	0.0790942494973311	0.135983535355119	0.0900652104815819	0.0877900258409395	0.0982804952398155	0.0741647006677358	0.0694366756354798	0.0562235950393704	0.0851130357299609	0.11310737992430302	0.0622228593981474	0.0679756071636685	0.0731337182340356	0.13566006106047301	0.0686250799475904	0.12317782152265501	0.12303547895764301	0.166933822532411	0.0535033584911448	0.0636029174326598	0.0800121475057808	0.0066228584337696	0.10384464121893199	0.0424833412903893	0.0958201164992947	0.15842046770439	0.13578827638937802	0.0722030465345034
HALLMARK_XENOBIOTIC_METABOLISM	0.134219158468651	0.134934829352841	0.15013497697714498	0.118782151130429	0.10288970364156	0.14389643370214802	0.140427288668971	0.13156114386676498	0.12038014967795697	0.11875620588953098	0.10598431969555	0.142709135598188	0.13694113888065199	0.12151399209603699	0.116625953246509	0.12320322242413699	0.125903888589857	0.105198313383349	0.101509434870269	0.129083744492392	0.0989819171702326	0.112982537231121	0.10065404365286099	0.11110124372748599	0.0794079774389401	0.0693581684310657	0.13141004940995699	0.139760346586557	0.128616886948601	0.145433276217621	0.12030395290670899	0.10915682475348501	0.10186017318735599	0.10846108486290598	0.13747391746836904	0.11882780454320001	0.105794278679509	0.125305288498165
HALLMARK_FATTY_ACID_METABOLISM	0.21573454530894	0.217395410190101	0.24278721402600698	0.23831341150425603	0.26869878319847895	0.23498637706013797	0.22103902036073997	0.270028336861385	0.23480349229779102	0.23470583302010897	0.20757121400608	0.23822397347085397	0.25682828575595	0.23370816604695	0.22395025540057997	0.228853517108735	0.224589468089708	0.228840215001671	0.23221910605701	0.25288560519759806	0.221039634999798	0.22743689550238003	0.20214242592297602	0.24030672428918898	0.21012299165039003	0.24644928954026502	0.260007832477233	0.21232316313176502	0.23050734697955605	0.241605450443732	0.24078389230062802	0.27923205104203497	0.22697654466820003	0.245519400689052	0.259492371279607	0.22254637428125798	0.199748243520502	0.256198734480224
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.470291970755656	0.505889573986443	0.509794739905276	0.48705223348539395	0.5867383488237371	0.505754091376794	0.448843344021521	0.517429910083804	0.45984623135662506	0.43199959558946704	0.48032900376999793	0.531820406477376	0.504178274392278	0.483034536701551	0.4998837853829029	0.513088822925945	0.4252145183094799	0.441578094182614	0.48361625459229796	0.464076226202275	0.39107139950844305	0.4666033312615371	0.45589974857186494	0.483205549912822	0.44761619319242296	0.529385762291258	0.5386533058207941	0.42404471785077796	0.49535664505724997	0.49834682920465606	0.43730913605281	0.578682590987254	0.43723481926860897	0.48281760443546207	0.48176910382144206	0.483690948832253	0.4703836773794621	0.542002112260727
HALLMARK_GLYCOLYSIS	0.186207207818966	0.221491651561203	0.247666770538701	0.188823555239286	0.222884070901137	0.17942603447971697	0.191576587948661	0.20450045352271698	0.167519453922181	0.188772645776627	0.182736002461499	0.194627479927072	0.19925388142725697	0.19650829613826104	0.216288273526272	0.212225686025524	0.185008501214648	0.196805387956678	0.201257591315732	0.201948843487274	0.164665604707936	0.18991525454923303	0.163753769351091	0.217933079380573	0.193647302711459	0.204745520817254	0.23575416606340502	0.19501402041398302	0.186958700954816	0.165690265906738	0.16577566303873903	0.22732588091999198	0.190208643560799	0.18146050344157896	0.20947963861029104	0.20299096384721	0.203096801137954	0.21568192804873101
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.395643536516628	0.45848398921050104	0.45177865256045097	0.41970042698705395	0.38017762116930603	0.36249268460978396	0.36427050231899605	0.3954470198312	0.35685518199775	0.34966276944164193	0.359720095288567	0.402040721526242	0.38360588151679703	0.38146159790804496	0.41148772483794005	0.4141242475404529	0.35421648632976294	0.34884040313953496	0.405677363479094	0.373263461176589	0.277241787064794	0.367557368658695	0.349250997499755	0.37313661616752103	0.299208682294504	0.45940489200376794	0.40082035541304	0.40680987797408497	0.388626268686874	0.343550411202229	0.361287726706225	0.379537917990707	0.354516919175654	0.36155137468477294	0.368284839819654	0.40786432554948204	0.383750405896956	0.451375034532257
HALLMARK_P53_PATHWAY	0.183721285567738	0.196116394405738	0.192657945091682	0.17635917005570398	0.13975008203017097	0.175829859339337	0.150054694896966	0.170568992248673	0.1417208012157	0.19053939985092896	0.174941734140631	0.18992247636935997	0.155325802335695	0.18689279448520102	0.156327389602099	0.160574085727929	0.15501259877272197	0.14171853582231198	0.159696021896773	0.179363297972082	0.15955676056362	0.19382193399579	0.148212857984904	0.18809402766412	0.15302818116049	0.15902124476839702	0.16904635154360098	0.186015217025309	0.163433963237785	0.18764861884504602	0.171251682339085	0.181941463972142	0.173869088127992	0.18926108965012603	0.17524847456359902	0.189904372051999	0.17916954818904102	0.23361669143382602
HALLMARK_UV_RESPONSE_UP	0.21648435660514898	0.228666583950173	0.212212624615447	0.20874226772385898	0.181357399722945	0.227605587394043	0.20547647547114	0.231277153623061	0.18268915902972302	0.22576027557967102	0.19914198785441	0.244438887481108	0.21038708494873	0.25717851450828305	0.21885192233688197	0.23238029207025698	0.18374661596000302	0.18932660305068802	0.17764445961397	0.27455020253236	0.20298774443669199	0.22102851095034498	0.206214566733246	0.254881437477138	0.22243473004213898	0.183659318250026	0.18739465700408303	0.24816320648550197	0.162208801860874	0.195721978577396	0.19683251461980897	0.205487825196896	0.197372716221288	0.167657634684643	0.185784569463459	0.231561698310621	0.200242133998897	0.24884569373631799
HALLMARK_UV_RESPONSE_DN	0.26459741961357397	0.332179270371146	0.316817171319702	0.294728043703198	0.291244740185895	0.288132667824923	0.24962129655681398	0.270229043321767	0.249820231427514	0.35375695443825	0.197805007568565	0.294227474563175	0.256981659920077	0.3772627480205771	0.303077057374972	0.275767196161106	0.28104974263717497	0.33704008558700504	0.21726380921552102	0.33957703314513504	0.17558056856863402	0.342254820025926	0.273246419011272	0.27460615793812804	0.19393790238376105	0.24444302845678895	0.33178760112868394	0.367330603625089	0.26245376155473	0.322710744048041	0.23928086505821203	0.255659070796778	0.303975793098916	0.333713464093435	0.263413244610962	0.312133030851464	0.249847322634962	0.37284916653070005
HALLMARK_ANGIOGENESIS	0.093057850444387	0.14467744836829097	0.332064627749894	0.13872063878431198	0.0996294746555902	0.19794757000804997	0.323416757927779	0.18882972535531198	0.25536822436074	0.162417890985129	0.18339905287874803	0.221324767968571	0.230971937929844	0.118840724753081	0.290712571712815	0.24542207985801398	0.23183390337762802	0.201960932335428	0.24096749439439397	0.192537163673734	0.201946964896839	0.185647263310898	0.23040503759936198	0.19173109352012302	0.166735569381591	0.13415393882013799	0.277611795944188	0.296476500764454	0.13895813413631303	0.15904581859925598	0.269030842860028	0.17208227472104198	0.307372717885501	0.152801788661647	0.252431799496315	0.25911900841387103	0.210841780381034	0.15566118823754999
