NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE
HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,,184,-0.246013,-1.2278322,0.07249028,0.14658988,0.9011,3496,"tags=36%, list=26%, signal=48%"
HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,,179,-0.23405114,-1.1617525,0.13401827,0.22824183,0.979,2649,"tags=26%, list=20%, signal=32%"
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,,102,-0.24652684,-1.1216023,0.23007882,0.28815314,0.994,1913,"tags=23%, list=14%, signal=26%"
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,,191,-0.22082332,-1.1078905,0.21608616,0.30315724,0.9964,2060,"tags=20%, list=15%, signal=23%"
HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,,128,-0.22834292,-1.0837133,0.2751111,0.34052104,0.9989,3672,"tags=37%, list=27%, signal=50%"
HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,,187,-0.2095468,-1.0462642,0.323677,0.41190344,0.9998,2233,"tags=23%, list=17%, signal=27%"
HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,,32,-0.28656343,-1.0323824,0.39461505,0.4303065,1,1746,"tags=19%, list=13%, signal=21%"
HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,,142,-0.21040195,-1.0061616,0.43428063,0.48017186,1,2757,"tags=26%, list=21%, signal=32%"
HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,,30,-0.23654023,-0.83579445,0.72993165,0.9030312,1,3454,"tags=37%, list=26%, signal=49%"
HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,,38,-0.21913835,-0.818353,0.7742625,0.9042304,1,1296,"tags=16%, list=10%, signal=17%"
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,,42,-0.18038149,-0.6893047,0.94395345,0.98280996,1,3069,"tags=29%, list=23%, signal=37%"
